event_id,customer_id,event_date,event_month,event_type,mrr,plan_name
EVT006063,CUST0414,2023-03-12,2023-03,Recurring,149,Business
EVT006064,CUST0414,2023-04-11,2023-04,Recurring,149,Business
EVT006065,CUST0414,2023-05-11,2023-05,Recurring,149,Business
EVT006066,CUST0414,2023-06-10,2023-06,Recurring,149,Business
EVT006067,CUST0414,2023-07-10,2023-07,Recurring,149,Business
EVT006068,CUST0414,2023-08-09,2023-08,Recurring,149,Business
EVT006069,CUST0414,2023-09-08,2023-09,Recurring,149,Business
EVT006070,CUST0414,2023-10-08,2023-10,Recurring,149,Business
EVT006071,CUST0414,2023-11-07,2023-11,Recurring,149,Business
EVT006072,CUST0414,2023-12-07,2023-12,Recurring,149,Business
EVT006073,CUST0414,2024-01-06,2024-01,Recurring,149,Business
EVT006074,CUST0414,2024-02-05,2024-02,Recurring,149,Business
EVT006075,CUST0414,2024-03-06,2024-03,Recurring,149,Business
EVT006076,CUST0415,2023-08-05,2023-08,New,149,Business
EVT006077,CUST0415,2023-09-04,2023-09,Recurring,149,Business
EVT006078,CUST0415,2023-10-04,2023-10,Recurring,149,Business
EVT006079,CUST0415,2023-11-03,2023-11,Recurring,149,Business
EVT006080,CUST0415,2023-12-03,2023-12,Recurring,149,Business
EVT006081,CUST0415,2024-01-02,2024-01,Recurring,149,Business
EVT006082,CUST0416,2022-08-30,2022-08,New,79,Professional
EVT006083,CUST0416,2022-09-29,2022-09,Recurring,79,Professional
EVT006084,CUST0416,2022-10-29,2022-10,Recurring,79,Professional
EVT006085,CUST0416,2022-11-28,2022-11,Recurring,79,Professional
EVT006086,CUST0416,2022-12-28,2022-12,Recurring,79,Professional
EVT006087,CUST0416,2023-01-27,2023-01,Recurring,79,Professional
EVT006088,CUST0416,2023-02-26,2023-02,Recurring,79,Professional
EVT006089,CUST0416,2023-03-28,2023-03,Recurring,79,Professional
EVT006090,CUST0416,2023-04-27,2023-04,Recurring,79,Professional
EVT006091,CUST0416,2023-05-27,2023-05,Recurring,79,Professional
EVT006092,CUST0416,2023-06-26,2023-06,Recurring,79,Professional
EVT006093,CUST0416,2023-07-26,2023-07,Recurring,79,Professional
EVT006094,CUST0416,2023-08-25,2023-08,Recurring,79,Professional
EVT006095,CUST0416,2023-09-24,2023-09,Recurring,79,Professional
EVT006096,CUST0416,2023-10-24,2023-10,Recurring,79,Professional
EVT006097,CUST0416,2023-11-23,2023-11,Recurring,79,Professional
EVT006098,CUST0416,2023-12-23,2023-12,Recurring,79,Professional
EVT006099,CUST0416,2024-01-22,2024-01,Recurring,79,Professional
EVT006100,CUST0416,2024-02-21,2024-02,Recurring,79,Professional
EVT006101,CUST0416,2024-03-22,2024-03,Recurring,79,Professional
EVT006102,CUST0417,2023-09-03,2023-09,New,299,Enterprise
EVT006103,CUST0417,2023-10-03,2023-10,Recurring,299,Enterprise
EVT006104,CUST0417,2023-11-02,2023-11,Recurring,299,Enterprise
EVT006105,CUST0417,2023-12-02,2023-12,Recurring,299,Enterprise
EVT006106,CUST0417,2024-01-01,2024-01,Recurring,299,Enterprise
EVT006107,CUST0417,2024-01-31,2024-01,Recurring,299,Enterprise
EVT006108,CUST0417,2024-03-01,2024-03,Recurring,299,Enterprise
EVT006109,CUST0417,2024-03-31,2024-03,Recurring,299,Enterprise
EVT006110,CUST0418,2022-01-28,2022-01,New,79,Professional
EVT006111,CUST0418,2022-02-27,2022-02,Recurring,79,Professional
EVT006112,CUST0418,2022-03-29,2022-03,Recurring,79,Professional
EVT006113,CUST0418,2022-04-28,2022-04,Recurring,79,Professional
EVT006114,CUST0418,2022-05-28,2022-05,Recurring,79,Professional
EVT006115,CUST0418,2022-06-27,2022-06,Recurring,79,Professional
EVT006116,CUST0418,2022-07-27,2022-07,Recurring,79,Professional
EVT006117,CUST0418,2022-08-26,2022-08,Recurring,79,Professional
EVT006118,CUST0418,2022-09-25,2022-09,Recurring,79,Professional
EVT006119,CUST0418,2022-10-25,2022-10,Recurring,79,Professional
EVT006120,CUST0418,2022-11-24,2022-11,Recurring,79,Professional
EVT006121,CUST0418,2022-12-24,2022-12,Recurring,79,Professional
EVT006122,CUST0418,2023-01-23,2023-01,Recurring,79,Professional
EVT006123,CUST0418,2023-02-22,2023-02,Recurring,79,Professional
EVT006124,CUST0418,2023-03-24,2023-03,Recurring,79,Professional
EVT006125,CUST0418,2023-04-23,2023-04,Recurring,79,Professional
EVT006126,CUST0418,2023-05-23,2023-05,Recurring,79,Professional
EVT006127,CUST0418,2023-06-22,2023-06,Recurring,79,Professional
EVT006128,CUST0418,2023-07-22,2023-07,Recurring,79,Professional
EVT006129,CUST0418,2023-08-21,2023-08,Recurring,79,Professional
EVT006130,CUST0418,2023-09-20,2023-09,Recurring,79,Professional
EVT006131,CUST0418,2023-10-20,2023-10,Recurring,79,Professional
EVT006132,CUST0418,2023-11-19,2023-11,Recurring,79,Professional
EVT006133,CUST0418,2023-12-19,2023-12,Recurring,79,Professional
EVT006134,CUST0418,2024-01-18,2024-01,Recurring,79,Professional
EVT006135,CUST0418,2024-02-17,2024-02,Recurring,79,Professional
EVT006136,CUST0418,2024-03-18,2024-03,Recurring,79,Professional
EVT006137,CUST0419,2022-10-09,2022-10,New,299,Enterprise
EVT006138,CUST0419,2022-11-08,2022-11,Recurring,299,Enterprise
EVT006139,CUST0419,2022-12-08,2022-12,Recurring,299,Enterprise
EVT006140,CUST0419,2023-01-07,2023-01,Recurring,299,Enterprise
EVT006141,CUST0419,2023-02-06,2023-02,Recurring,299,Enterprise
EVT006142,CUST0419,2023-03-08,2023-03,Recurring,299,Enterprise
EVT006143,CUST0419,2023-04-07,2023-04,Recurring,299,Enterprise
EVT006144,CUST0419,2023-05-07,2023-05,Recurring,299,Enterprise
EVT006145,CUST0419,2023-06-06,2023-06,Recurring,299,Enterprise
EVT006146,CUST0419,2023-07-06,2023-07,Recurring,299,Enterprise
EVT006147,CUST0419,2023-08-05,2023-08,Recurring,299,Enterprise
EVT006148,CUST0419,2023-09-04,2023-09,Recurring,299,Enterprise
EVT006149,CUST0419,2023-10-04,2023-10,Recurring,299,Enterprise
EVT006150,CUST0419,2023-11-03,2023-11,Recurring,299,Enterprise
EVT006151,CUST0419,2023-12-03,2023-12,Recurring,299,Enterprise
EVT006152,CUST0419,2024-01-02,2024-01,Recurring,299,Enterprise
EVT006153,CUST0419,2024-02-01,2024-02,Recurring,299,Enterprise
EVT006154,CUST0419,2024-03-02,2024-03,Recurring,299,Enterprise
EVT006155,CUST0420,2023-01-11,2023-01,New,29,Starter
EVT006156,CUST0420,2023-02-10,2023-02,Recurring,29,Starter
EVT006157,CUST0420,2023-03-12,2023-03,Recurring,29,Starter
EVT006158,CUST0420,2023-04-11,2023-04,Recurring,29,Starter
EVT006159,CUST0420,2023-05-11,2023-05,Recurring,29,Starter
EVT006160,CUST0420,2023-06-10,2023-06,Recurring,29,Starter
EVT006161,CUST0420,2023-07-10,2023-07,Recurring,29,Starter
EVT006162,CUST0420,2023-08-09,2023-08,Recurring,29,Starter
EVT006163,CUST0420,2023-09-08,2023-09,Recurring,29,Starter
EVT006164,CUST0420,2023-10-08,2023-10,Recurring,29,Starter
EVT006165,CUST0420,2023-11-07,2023-11,Recurring,29,Starter
EVT006166,CUST0420,2023-12-07,2023-12,Recurring,29,Starter
EVT006167,CUST0420,2024-01-06,2024-01,Recurring,29,Starter
EVT006168,CUST0420,2024-02-05,2024-02,Recurring,29,Starter
EVT006169,CUST0420,2024-03-06,2024-03,Recurring,29,Starter
EVT006170,CUST0421,2023-01-02,2023-01,New,79,Professional
EVT006171,CUST0421,2023-02-01,2023-02,Recurring,79,Professional
EVT006172,CUST0421,2023-03-03,2023-03,Recurring,79,Professional
EVT006173,CUST0421,2023-04-02,2023-04,Recurring,79,Professional
EVT006174,CUST0421,2023-05-02,2023-05,Recurring,79,Professional
EVT006175,CUST0421,2023-06-01,2023-06,Recurring,79,Professional
EVT006176,CUST0421,2023-07-01,2023-07,Recurring,79,Professional
EVT006177,CUST0421,2023-07-31,2023-07,Recurring,79,Professional
EVT006178,CUST0421,2023-08-30,2023-08,Recurring,79,Professional
EVT006179,CUST0421,2023-09-29,2023-09,Recurring,79,Professional
EVT006180,CUST0421,2023-10-29,2023-10,Recurring,79,Professional
EVT006181,CUST0421,2023-11-28,2023-11,Recurring,79,Professional
EVT006182,CUST0421,2023-12-28,2023-12,Recurring,79,Professional
EVT006183,CUST0421,2024-01-27,2024-01,Recurring,79,Professional
EVT006184,CUST0421,2024-02-26,2024-02,Recurring,79,Professional
EVT006185,CUST0421,2024-03-27,2024-03,Recurring,79,Professional
EVT006186,CUST0422,2022-11-08,2022-11,New,149,Business
EVT006187,CUST0422,2022-12-08,2022-12,Recurring,149,Business
EVT006188,CUST0422,2023-01-07,2023-01,Recurring,149,Business
EVT006189,CUST0422,2023-02-06,2023-02,Recurring,149,Business
EVT006190,CUST0422,2023-03-08,2023-03,Recurring,149,Business
EVT006191,CUST0422,2023-04-07,2023-04,Recurring,149,Business
EVT006192,CUST0422,2023-05-07,2023-05,Recurring,149,Business
EVT006193,CUST0422,2023-06-06,2023-06,Recurring,149,Business
EVT006194,CUST0422,2023-07-06,2023-07,Recurring,149,Business
EVT006195,CUST0422,2023-08-05,2023-08,Recurring,149,Business
EVT006196,CUST0422,2023-09-04,2023-09,Recurring,149,Business
EVT006197,CUST0422,2023-10-04,2023-10,Recurring,149,Business
EVT006198,CUST0422,2023-11-03,2023-11,Recurring,149,Business
EVT006199,CUST0422,2023-12-03,2023-12,Recurring,149,Business
EVT006200,CUST0422,2024-01-02,2024-01,Recurring,149,Business
EVT006201,CUST0422,2024-02-01,2024-02,Recurring,149,Business
EVT006202,CUST0422,2024-03-02,2024-03,Recurring,149,Business
EVT006203,CUST0423,2022-09-24,2022-09,New,79,Professional
EVT006204,CUST0423,2022-10-24,2022-10,Recurring,79,Professional
EVT006205,CUST0423,2022-11-23,2022-11,Recurring,79,Professional
EVT006206,CUST0423,2022-12-23,2022-12,Recurring,79,Professional
EVT006207,CUST0423,2023-01-22,2023-01,Recurring,79,Professional
EVT006208,CUST0423,2023-02-21,2023-02,Recurring,79,Professional
EVT006209,CUST0423,2023-03-23,2023-03,Recurring,79,Professional
EVT006210,CUST0423,2023-04-22,2023-04,Recurring,79,Professional
EVT006211,CUST0423,2023-05-22,2023-05,Recurring,79,Professional
EVT006212,CUST0423,2023-06-21,2023-06,Recurring,79,Professional
EVT006213,CUST0423,2023-07-21,2023-07,Recurring,79,Professional
EVT006214,CUST0423,2023-08-20,2023-08,Recurring,79,Professional
EVT006215,CUST0423,2023-09-19,2023-09,Recurring,79,Professional
EVT006216,CUST0423,2023-10-19,2023-10,Recurring,79,Professional
EVT006217,CUST0423,2023-11-18,2023-11,Recurring,79,Professional
EVT006218,CUST0424,2023-01-09,2023-01,New,79,Professional
EVT006219,CUST0424,2023-02-08,2023-02,Recurring,79,Professional
EVT006220,CUST0424,2023-03-10,2023-03,Recurring,79,Professional
EVT006221,CUST0424,2023-04-09,2023-04,Recurring,79,Professional
EVT006222,CUST0424,2023-05-09,2023-05,Recurring,79,Professional
EVT006223,CUST0424,2023-06-08,2023-06,Recurring,79,Professional
EVT006224,CUST0424,2023-07-08,2023-07,Recurring,79,Professional
EVT006225,CUST0424,2023-08-07,2023-08,Recurring,79,Professional
EVT006226,CUST0424,2023-09-06,2023-09,Recurring,79,Professional
EVT006227,CUST0424,2023-10-06,2023-10,Recurring,79,Professional
EVT006228,CUST0424,2023-11-05,2023-11,Recurring,79,Professional
EVT006229,CUST0424,2023-12-05,2023-12,Recurring,79,Professional
EVT006230,CUST0424,2024-01-04,2024-01,Recurring,79,Professional
EVT006231,CUST0425,2022-08-22,2022-08,New,149,Business
EVT006232,CUST0425,2022-09-21,2022-09,Recurring,149,Business
EVT006233,CUST0425,2022-10-21,2022-10,Recurring,149,Business
EVT006234,CUST0425,2022-11-20,2022-11,Recurring,149,Business
EVT006235,CUST0425,2022-12-20,2022-12,Recurring,149,Business
EVT006236,CUST0425,2023-01-19,2023-01,Recurring,149,Business
EVT006237,CUST0425,2023-02-18,2023-02,Recurring,149,Business
EVT006238,CUST0425,2023-03-20,2023-03,Recurring,149,Business
EVT006239,CUST0425,2023-04-19,2023-04,Recurring,149,Business
EVT006240,CUST0425,2023-05-19,2023-05,Recurring,149,Business
EVT006241,CUST0425,2023-06-18,2023-06,Recurring,149,Business
EVT006242,CUST0425,2023-07-18,2023-07,Recurring,149,Business
EVT006243,CUST0425,2023-08-17,2023-08,Recurring,149,Business
EVT006244,CUST0425,2023-09-16,2023-09,Recurring,149,Business
EVT006245,CUST0425,2023-10-16,2023-10,Recurring,149,Business
EVT006246,CUST0425,2023-11-15,2023-11,Recurring,149,Business
EVT006247,CUST0425,2023-12-15,2023-12,Recurring,149,Business
EVT006248,CUST0425,2024-01-14,2024-01,Recurring,149,Business
EVT006249,CUST0425,2024-02-13,2024-02,Recurring,149,Business
EVT006250,CUST0425,2024-03-14,2024-03,Recurring,149,Business
EVT006251,CUST0426,2022-12-25,2022-12,New,299,Enterprise
EVT006252,CUST0426,2023-01-24,2023-01,Recurring,299,Enterprise
EVT006253,CUST0426,2023-02-23,2023-02,Recurring,299,Enterprise
EVT006254,CUST0426,2023-03-25,2023-03,Recurring,299,Enterprise
EVT006255,CUST0426,2023-04-24,2023-04,Recurring,299,Enterprise
EVT006256,CUST0426,2023-05-24,2023-05,Recurring,299,Enterprise
EVT006257,CUST0426,2023-06-23,2023-06,Recurring,299,Enterprise
EVT006258,CUST0426,2023-07-23,2023-07,Recurring,299,Enterprise
EVT006259,CUST0426,2023-08-22,2023-08,Recurring,299,Enterprise
EVT006260,CUST0426,2023-09-21,2023-09,Recurring,299,Enterprise
EVT006261,CUST0426,2023-10-21,2023-10,Recurring,299,Enterprise
EVT006262,CUST0426,2023-11-20,2023-11,Recurring,299,Enterprise
EVT006263,CUST0426,2023-12-20,2023-12,Recurring,299,Enterprise
EVT006264,CUST0426,2024-01-19,2024-01,Recurring,299,Enterprise
EVT006265,CUST0426,2024-02-18,2024-02,Recurring,299,Enterprise
EVT006266,CUST0426,2024-03-19,2024-03,Recurring,299,Enterprise
EVT006267,CUST0427,2022-06-14,2022-06,New,79,Professional
EVT006268,CUST0427,2022-07-14,2022-07,Recurring,79,Professional
EVT006269,CUST0427,2022-08-13,2022-08,Recurring,79,Professional
EVT006270,CUST0427,2022-09-12,2022-09,Upgrade,149,Professional
EVT006271,CUST0427,2022-10-12,2022-10,Recurring,79,Professional
EVT006272,CUST0427,2022-11-11,2022-11,Recurring,79,Professional
EVT006273,CUST0427,2022-12-11,2022-12,Recurring,79,Professional
EVT006274,CUST0427,2023-01-10,2023-01,Recurring,79,Professional
EVT006275,CUST0427,2023-02-09,2023-02,Recurring,79,Professional
EVT006276,CUST0427,2023-03-11,2023-03,Recurring,79,Professional
EVT006277,CUST0427,2023-04-10,2023-04,Recurring,79,Professional
EVT006278,CUST0427,2023-05-10,2023-05,Recurring,79,Professional
EVT006279,CUST0427,2023-06-09,2023-06,Recurring,79,Professional
EVT006280,CUST0428,2022-11-22,2022-11,New,149,Business
EVT006281,CUST0428,2022-12-22,2022-12,Recurring,149,Business
EVT006282,CUST0428,2023-01-21,2023-01,Recurring,149,Business
EVT006283,CUST0428,2023-02-20,2023-02,Recurring,149,Business
EVT006284,CUST0428,2023-03-22,2023-03,Recurring,149,Business
EVT006285,CUST0428,2023-04-21,2023-04,Recurring,149,Business
EVT006286,CUST0428,2023-05-21,2023-05,Recurring,149,Business
EVT006287,CUST0428,2023-06-20,2023-06,Recurring,149,Business
EVT006288,CUST0428,2023-07-20,2023-07,Recurring,149,Business
EVT006289,CUST0428,2023-08-19,2023-08,Recurring,149,Business
EVT006290,CUST0428,2023-09-18,2023-09,Recurring,149,Business
EVT006291,CUST0428,2023-10-18,2023-10,Recurring,149,Business
EVT006292,CUST0428,2023-11-17,2023-11,Recurring,149,Business
EVT006293,CUST0429,2022-06-16,2022-06,New,149,Business
EVT006294,CUST0429,2022-07-16,2022-07,Recurring,149,Business
EVT006295,CUST0429,2022-08-15,2022-08,Recurring,149,Business
EVT006296,CUST0429,2022-09-14,2022-09,Upgrade,299,Business
EVT006297,CUST0429,2022-10-14,2022-10,Recurring,149,Business
EVT006298,CUST0429,2022-11-13,2022-11,Recurring,149,Business
EVT006299,CUST0429,2022-12-13,2022-12,Recurring,149,Business
EVT006300,CUST0429,2023-01-12,2023-01,Recurring,149,Business
EVT006301,CUST0429,2023-02-11,2023-02,Recurring,149,Business
EVT006302,CUST0429,2023-03-13,2023-03,Recurring,149,Business
EVT006303,CUST0429,2023-04-12,2023-04,Recurring,149,Business
EVT006304,CUST0429,2023-05-12,2023-05,Recurring,149,Business
EVT006305,CUST0429,2023-06-11,2023-06,Recurring,149,Business
EVT006306,CUST0429,2023-07-11,2023-07,Recurring,149,Business
EVT006307,CUST0429,2023-08-10,2023-08,Recurring,149,Business
EVT006308,CUST0429,2023-09-09,2023-09,Recurring,149,Business
EVT006309,CUST0429,2023-10-09,2023-10,Recurring,149,Business
EVT006310,CUST0429,2023-11-08,2023-11,Recurring,149,Business
EVT006311,CUST0429,2023-12-08,2023-12,Recurring,149,Business
EVT006312,CUST0429,2024-01-07,2024-01,Recurring,149,Business
EVT006313,CUST0429,2024-02-06,2024-02,Recurring,149,Business
EVT006314,CUST0429,2024-03-07,2024-03,Recurring,149,Business
EVT006315,CUST0430,2022-01-13,2022-01,New,79,Professional
EVT006316,CUST0430,2022-02-12,2022-02,Recurring,79,Professional
EVT006317,CUST0430,2022-03-14,2022-03,Recurring,79,Professional
EVT006318,CUST0430,2022-04-13,2022-04,Recurring,79,Professional
EVT006319,CUST0430,2022-05-13,2022-05,Recurring,79,Professional
EVT006320,CUST0430,2022-06-12,2022-06,Recurring,79,Professional
EVT006321,CUST0430,2022-07-12,2022-07,Recurring,79,Professional
EVT006322,CUST0430,2022-08-11,2022-08,Recurring,79,Professional
EVT006323,CUST0430,2022-09-10,2022-09,Recurring,79,Professional
EVT006324,CUST0430,2022-10-10,2022-10,Recurring,79,Professional
EVT006325,CUST0430,2022-11-09,2022-11,Recurring,79,Professional
EVT006326,CUST0430,2022-12-09,2022-12,Recurring,79,Professional
EVT006327,CUST0430,2023-01-08,2023-01,Recurring,79,Professional
EVT006328,CUST0431,2022-12-18,2022-12,New,79,Professional
EVT006329,CUST0431,2023-01-17,2023-01,Recurring,79,Professional
EVT006330,CUST0431,2023-02-16,2023-02,Recurring,79,Professional
EVT006331,CUST0431,2023-03-18,2023-03,Recurring,79,Professional
EVT006332,CUST0431,2023-04-17,2023-04,Recurring,79,Professional
EVT006333,CUST0431,2023-05-17,2023-05,Recurring,79,Professional
EVT006334,CUST0431,2023-06-16,2023-06,Recurring,79,Professional
EVT006335,CUST0431,2023-07-16,2023-07,Recurring,79,Professional
EVT006336,CUST0431,2023-08-15,2023-08,Recurring,79,Professional
EVT006337,CUST0431,2023-09-14,2023-09,Recurring,79,Professional
EVT006338,CUST0431,2023-10-14,2023-10,Recurring,79,Professional
EVT006339,CUST0431,2023-11-13,2023-11,Recurring,79,Professional
EVT006340,CUST0431,2023-12-13,2023-12,Recurring,79,Professional
EVT006341,CUST0431,2024-01-12,2024-01,Recurring,79,Professional
EVT006342,CUST0431,2024-02-11,2024-02,Recurring,79,Professional
EVT006343,CUST0431,2024-03-12,2024-03,Recurring,79,Professional
EVT006344,CUST0432,2022-08-15,2022-08,New,299,Enterprise
EVT006345,CUST0432,2022-09-14,2022-09,Recurring,299,Enterprise
EVT006346,CUST0432,2022-10-14,2022-10,Recurring,299,Enterprise
EVT006347,CUST0432,2022-11-13,2022-11,Recurring,299,Enterprise
EVT006348,CUST0432,2022-12-13,2022-12,Recurring,299,Enterprise
EVT006349,CUST0432,2023-01-12,2023-01,Recurring,299,Enterprise
EVT006350,CUST0432,2023-02-11,2023-02,Recurring,299,Enterprise
EVT006351,CUST0432,2023-03-13,2023-03,Recurring,299,Enterprise
EVT006352,CUST0432,2023-04-12,2023-04,Recurring,299,Enterprise
EVT006353,CUST0432,2023-05-12,2023-05,Recurring,299,Enterprise
EVT006354,CUST0432,2023-06-11,2023-06,Recurring,299,Enterprise
EVT006355,CUST0432,2023-07-11,2023-07,Recurring,299,Enterprise
EVT006356,CUST0432,2023-08-10,2023-08,Recurring,299,Enterprise
EVT006357,CUST0432,2023-09-09,2023-09,Recurring,299,Enterprise
EVT006358,CUST0432,2023-10-09,2023-10,Recurring,299,Enterprise
EVT006359,CUST0432,2023-11-08,2023-11,Recurring,299,Enterprise
EVT006360,CUST0432,2023-12-08,2023-12,Recurring,299,Enterprise
EVT006361,CUST0432,2024-01-07,2024-01,Recurring,299,Enterprise
EVT006362,CUST0432,2024-02-06,2024-02,Recurring,299,Enterprise
EVT006363,CUST0432,2024-03-07,2024-03,Recurring,299,Enterprise
EVT006364,CUST0433,2023-06-29,2023-06,New,149,Business
EVT006365,CUST0433,2023-07-29,2023-07,Recurring,149,Business
EVT006366,CUST0434,2023-03-23,2023-03,New,79,Professional
EVT006367,CUST0434,2023-04-22,2023-04,Recurring,79,Professional
EVT006368,CUST0434,2023-05-22,2023-05,Recurring,79,Professional
EVT006369,CUST0434,2023-06-21,2023-06,Recurring,79,Professional
EVT006370,CUST0434,2023-07-21,2023-07,Recurring,79,Professional
EVT006371,CUST0434,2023-08-20,2023-08,Recurring,79,Professional
EVT006372,CUST0434,2023-09-19,2023-09,Recurring,79,Professional
EVT006373,CUST0434,2023-10-19,2023-10,Recurring,79,Professional
EVT006374,CUST0434,2023-11-18,2023-11,Recurring,79,Professional
EVT006375,CUST0434,2023-12-18,2023-12,Recurring,79,Professional
EVT006376,CUST0434,2024-01-17,2024-01,Recurring,79,Professional
EVT006377,CUST0434,2024-02-16,2024-02,Recurring,79,Professional
EVT006378,CUST0434,2024-03-17,2024-03,Recurring,79,Professional
EVT006379,CUST0435,2023-04-20,2023-04,New,79,Professional
EVT006380,CUST0435,2023-05-20,2023-05,Recurring,79,Professional
EVT006381,CUST0435,2023-06-19,2023-06,Recurring,79,Professional
EVT006382,CUST0435,2023-07-19,2023-07,Recurring,79,Professional
EVT006383,CUST0435,2023-08-18,2023-08,Upgrade,149,Professional
EVT006384,CUST0435,2023-09-17,2023-09,Recurring,79,Professional
EVT006385,CUST0435,2023-10-17,2023-10,Recurring,79,Professional
EVT006386,CUST0435,2023-11-16,2023-11,Recurring,79,Professional
EVT006387,CUST0435,2023-12-16,2023-12,Recurring,79,Professional
EVT006388,CUST0435,2024-01-15,2024-01,Recurring,79,Professional
EVT006389,CUST0435,2024-02-14,2024-02,Recurring,79,Professional
EVT006390,CUST0435,2024-03-15,2024-03,Recurring,79,Professional
EVT006391,CUST0436,2022-08-15,2022-08,New,149,Business
EVT006392,CUST0436,2022-09-14,2022-09,Recurring,149,Business
EVT006393,CUST0436,2022-10-14,2022-10,Recurring,149,Business
EVT006394,CUST0436,2022-11-13,2022-11,Recurring,149,Business
EVT006395,CUST0436,2022-12-13,2022-12,Recurring,149,Business
EVT006396,CUST0436,2023-01-12,2023-01,Recurring,149,Business
EVT006397,CUST0436,2023-02-11,2023-02,Recurring,149,Business
EVT006398,CUST0436,2023-03-13,2023-03,Recurring,149,Business
EVT006399,CUST0436,2023-04-12,2023-04,Recurring,149,Business
EVT006400,CUST0436,2023-05-12,2023-05,Recurring,149,Business
EVT006401,CUST0437,2023-09-07,2023-09,New,149,Business
EVT006402,CUST0437,2023-10-07,2023-10,Recurring,149,Business
EVT006403,CUST0437,2023-11-06,2023-11,Recurring,149,Business
EVT006404,CUST0437,2023-12-06,2023-12,Recurring,149,Business
EVT006405,CUST0437,2024-01-05,2024-01,Upgrade,299,Business
EVT006406,CUST0437,2024-02-04,2024-02,Recurring,149,Business
EVT006407,CUST0437,2024-03-05,2024-03,Recurring,149,Business
EVT006408,CUST0438,2022-11-01,2022-11,New,29,Starter
EVT006409,CUST0438,2022-12-01,2022-12,Recurring,29,Starter
EVT006410,CUST0438,2022-12-31,2022-12,Recurring,29,Starter
EVT006411,CUST0438,2023-01-30,2023-01,Recurring,29,Starter
EVT006412,CUST0438,2023-03-01,2023-03,Recurring,29,Starter
EVT006413,CUST0438,2023-03-31,2023-03,Recurring,29,Starter
EVT006414,CUST0438,2023-04-30,2023-04,Recurring,29,Starter
EVT006415,CUST0438,2023-05-30,2023-05,Upgrade,79,Starter
EVT006416,CUST0438,2023-06-29,2023-06,Recurring,29,Starter
EVT006417,CUST0438,2023-07-29,2023-07,Recurring,29,Starter
EVT006418,CUST0438,2023-08-28,2023-08,Recurring,29,Starter
EVT006419,CUST0438,2023-09-27,2023-09,Recurring,29,Starter
EVT006420,CUST0438,2023-10-27,2023-10,Recurring,29,Starter
EVT006421,CUST0438,2023-11-26,2023-11,Recurring,29,Starter
EVT006422,CUST0439,2023-05-27,2023-05,New,29,Starter
EVT006423,CUST0439,2023-06-26,2023-06,Recurring,29,Starter
EVT006424,CUST0439,2023-07-26,2023-07,Recurring,29,Starter
EVT006425,CUST0439,2023-08-25,2023-08,Recurring,29,Starter
EVT006426,CUST0439,2023-09-24,2023-09,Recurring,29,Starter
EVT006427,CUST0439,2023-10-24,2023-10,Recurring,29,Starter
EVT006428,CUST0439,2023-11-23,2023-11,Recurring,29,Starter
EVT006429,CUST0439,2023-12-23,2023-12,Recurring,29,Starter
EVT006430,CUST0439,2024-01-22,2024-01,Recurring,29,Starter
EVT006431,CUST0439,2024-02-21,2024-02,Recurring,29,Starter
EVT006432,CUST0439,2024-03-22,2024-03,Recurring,29,Starter
EVT006433,CUST0440,2023-06-14,2023-06,New,299,Enterprise
EVT006434,CUST0440,2023-07-14,2023-07,Recurring,299,Enterprise
EVT006435,CUST0440,2023-08-13,2023-08,Recurring,299,Enterprise
EVT006436,CUST0440,2023-09-12,2023-09,Recurring,299,Enterprise
EVT006437,CUST0440,2023-10-12,2023-10,Recurring,299,Enterprise
EVT006438,CUST0440,2023-11-11,2023-11,Recurring,299,Enterprise
EVT006439,CUST0440,2023-12-11,2023-12,Recurring,299,Enterprise
EVT006440,CUST0440,2024-01-10,2024-01,Recurring,299,Enterprise
EVT006441,CUST0440,2024-02-09,2024-02,Recurring,299,Enterprise
EVT006442,CUST0440,2024-03-10,2024-03,Recurring,299,Enterprise
EVT006443,CUST0441,2023-04-30,2023-04,New,29,Starter
EVT006444,CUST0441,2023-05-30,2023-05,Recurring,29,Starter
EVT006445,CUST0441,2023-06-29,2023-06,Recurring,29,Starter
EVT006446,CUST0441,2023-07-29,2023-07,Recurring,29,Starter
EVT006447,CUST0441,2023-08-28,2023-08,Recurring,29,Starter
EVT006448,CUST0441,2023-09-27,2023-09,Recurring,29,Starter
EVT006449,CUST0442,2023-06-05,2023-06,New,79,Professional
EVT006450,CUST0442,2023-07-05,2023-07,Recurring,79,Professional
EVT006451,CUST0442,2023-08-04,2023-08,Recurring,79,Professional
EVT006452,CUST0442,2023-09-03,2023-09,Recurring,79,Professional
EVT006453,CUST0442,2023-10-03,2023-10,Recurring,79,Professional
EVT006454,CUST0442,2023-11-02,2023-11,Recurring,79,Professional
EVT006455,CUST0442,2023-12-02,2023-12,Recurring,79,Professional
EVT006456,CUST0442,2024-01-01,2024-01,Recurring,79,Professional
EVT006457,CUST0442,2024-01-31,2024-01,Recurring,79,Professional
EVT006458,CUST0443,2022-04-02,2022-04,New,79,Professional
EVT006459,CUST0443,2022-05-02,2022-05,Recurring,79,Professional
EVT006460,CUST0443,2022-06-01,2022-06,Recurring,79,Professional
EVT006461,CUST0443,2022-07-01,2022-07,Recurring,79,Professional
EVT006462,CUST0443,2022-07-31,2022-07,Recurring,79,Professional
