customer_id,signup_date,plan_name,billing_cycle,industry,country,acquisition_channel,company_size,monthly_price,annual_price,contract_value,is_churned,churn_date,tenure_months,usage_score,support_tickets,cancel_reason
CUST0460,2023-01-20,Enterprise,Monthly,HR Tech,USA,Organic Search,51-200,299,2870,299,0,,14,79,0,
CUST0461,2023-01-29,Business,Monthly,HealthTech,Germany,Paid Ads,11-50,149,1430,149,0,,14,64,1,
CUST0462,2022-10-27,Business,Annual,Logistics,Brazil,Organic Search,201-500,149,1430,1430,1,2023-12-21,14,65,2,Too expensive
CUST0463,2022-11-24,Professional,Monthly,Media,India,Direct,51-200,79,758,79,0,,16,89,3,
CUST0464,2022-06-03,Professional,Monthly,E-Commerce,Australia,Direct,51-200,79,758,79,0,,22,74,3,
CUST0465,2022-01-10,Starter,Annual,SaaS,Canada,Direct,11-50,29,278,278,1,2023-01-05,12,24,6,Too expensive
CUST0466,2022-05-29,Starter,Monthly,FinTech,Nigeria,Referral,11-50,29,278,29,0,,22,41,3,
CUST0467,2022-12-06,Business,Annual,E-Commerce,India,Organic Search,51-200,149,1430,1430,0,,16,51,2,
CUST0468,2022-01-15,Starter,Monthly,HR Tech,USA,Social Media,51-200,29,278,29,0,,26,54,3,
CUST0469,2022-09-21,Enterprise,Monthly,SaaS,Canada,Direct,11-50,299,2870,299,1,2023-08-17,11,16,8,No longer needed
CUST0470,2022-06-30,Professional,Monthly,HealthTech,India,Paid Ads,201-500,79,758,79,0,,21,64,1,
CUST0471,2022-11-20,Business,Monthly,HealthTech,Canada,Direct,500+,149,1430,149,0,,16,65,1,
CUST0472,2023-06-19,Enterprise,Annual,Logistics,Nigeria,Partner,1-10,299,2870,2870,0,,9,67,1,
CUST0473,2022-04-08,Starter,Monthly,FinTech,Nigeria,Partner,11-50,29,278,29,1,2023-01-03,9,30,1,Budget cuts
CUST0474,2022-08-02,Business,Annual,E-Commerce,Canada,Partner,11-50,149,1430,1430,1,2023-08-27,13,43,6,Too expensive
CUST0475,2023-04-22,Professional,Annual,HR Tech,USA,Referral,11-50,79,758,758,0,2024-03-31,12,73,1,
CUST0476,2023-02-09,Professional,Monthly,Logistics,Brazil,Social Media,1-10,79,758,79,1,2023-08-08,6,42,1,Budget cuts
CUST0477,2022-11-14,Business,Monthly,HR Tech,Brazil,Social Media,1-10,149,1430,149,0,,16,71,3,
CUST0478,2022-03-18,Professional,Annual,SaaS,USA,Referral,201-500,79,758,758,1,2023-04-12,13,10,2,Too expensive
CUST0479,2023-09-01,Enterprise,Annual,HealthTech,USA,Paid Ads,201-500,299,2870,2870,0,2024-03-31,18,91,3,
CUST0480,2022-04-14,Professional,Monthly,HR Tech,Australia,Referral,11-50,79,758,79,0,,23,60,2,
CUST0481,2022-06-05,Starter,Monthly,HR Tech,India,Partner,201-500,29,278,29,0,,22,84,0,
CUST0482,2023-04-01,Enterprise,Annual,E-Commerce,Germany,Referral,11-50,299,2870,2870,0,,12,79,1,
CUST0483,2022-03-22,Professional,Annual,EdTech,USA,Direct,51-200,79,758,758,0,,24,62,1,
CUST0484,2022-07-26,Enterprise,Monthly,FinTech,India,Paid Ads,11-50,299,2870,299,1,2022-10-24,3,48,5,Budget cuts
CUST0485,2023-07-04,Professional,Annual,FinTech,Australia,Organic Search,11-50,79,758,758,0,,9,100,0,
CUST0486,2023-02-21,Enterprise,Annual,HR Tech,Canada,Partner,11-50,299,2870,2870,1,2024-02-16,12,60,0,Too expensive
CUST0487,2022-03-03,Business,Annual,Logistics,Canada,Direct,51-200,149,1430,1430,1,2023-04-27,14,14,2,Switched to competitor
CUST0488,2023-01-19,Starter,Annual,Media,Brazil,Paid Ads,201-500,29,278,278,0,,14,86,3,
CUST0489,2023-05-06,Starter,Monthly,E-Commerce,USA,Social Media,201-500,29,278,29,0,,11,83,3,
CUST0490,2023-02-06,Starter,Monthly,EdTech,USA,Paid Ads,500+,29,278,29,0,,13,83,1,
CUST0491,2023-07-10,Starter,Monthly,E-Commerce,Brazil,Referral,51-200,29,278,29,0,,8,61,3,
CUST0492,2022-12-21,Starter,Annual,HealthTech,Nigeria,Direct,11-50,29,278,278,0,,15,67,1,
CUST0493,2022-01-15,Enterprise,Monthly,FinTech,Australia,Paid Ads,1-10,299,2870,299,1,2023-07-09,18,3,5,Usability issues
CUST0494,2023-02-18,Professional,Annual,E-Commerce,India,Social Media,500+,79,758,758,0,,13,56,1,
CUST0495,2022-12-16,Starter,Monthly,E-Commerce,Nigeria,Referral,11-50,29,278,29,0,,15,55,2,
CUST0496,2023-04-27,Professional,Monthly,Media,Nigeria,Partner,11-50,79,758,79,0,,11,58,1,
CUST0497,2023-08-10,Business,Annual,Media,Nigeria,Organic Search,201-500,149,1430,1430,1,2024-02-06,6,40,3,Too expensive
CUST0498,2023-04-14,Professional,Monthly,EdTech,UK,Social Media,51-200,79,758,79,0,,11,89,0,
CUST0499,2022-03-21,Professional,Monthly,FinTech,Canada,Social Media,1-10,79,758,79,1,2023-08-13,17,44,6,Usability issues
CUST0500,2023-03-29,Professional,Monthly,FinTech,Brazil,Organic Search,11-50,79,758,79,1,2023-10-25,7,45,2,Budget cuts
CUST0501,2023-05-09,Business,Monthly,EdTech,Canada,Direct,11-50,149,1430,149,0,,10,80,0,
CUST0502,2022-08-06,Starter,Annual,FinTech,Canada,Paid Ads,1-10,29,278,278,1,2023-08-01,12,61,0,Budget cuts
CUST0503,2022-11-08,Enterprise,Annual,Media,India,Social Media,11-50,299,2870,2870,1,2023-12-03,13,54,3,Too expensive
CUST0504,2023-05-13,Starter,Annual,Logistics,Brazil,Partner,11-50,29,278,278,0,2024-03-31,14,56,1,
CUST0505,2022-11-10,Starter,Monthly,Media,Germany,Paid Ads,1-10,29,278,29,0,,16,60,0,
CUST0506,2022-01-22,Enterprise,Monthly,FinTech,UK,Social Media,500+,299,2870,299,0,,26,76,1,
CUST0507,2022-11-07,Business,Monthly,EdTech,India,Paid Ads,500+,149,1430,149,1,2023-03-07,4,23,4,Switched to competitor
CUST0508,2022-02-19,Starter,Annual,EdTech,Canada,Paid Ads,1-10,29,278,278,1,2023-02-14,12,20,6,Budget cuts
CUST0509,2023-08-17,Starter,Annual,EdTech,Germany,Paid Ads,11-50,29,278,278,0,2024-03-31,12,65,0,
CUST0510,2022-01-02,Starter,Annual,EdTech,Nigeria,Direct,51-200,29,278,278,1,2023-08-25,20,31,6,Too expensive
CUST0511,2022-06-05,Starter,Monthly,FinTech,UK,Social Media,1-10,29,278,29,0,,22,47,2,
CUST0512,2022-04-24,Professional,Annual,FinTech,USA,Paid Ads,500+,79,758,758,1,2023-04-19,12,24,8,Too expensive
CUST0513,2023-05-23,Starter,Monthly,HR Tech,Nigeria,Direct,51-200,29,278,29,0,,10,88,0,
CUST0514,2023-08-24,Starter,Annual,HealthTech,Australia,Organic Search,11-50,29,278,278,0,2024-03-31,14,82,3,
CUST0515,2022-03-20,Business,Monthly,EdTech,Germany,Social Media,11-50,149,1430,149,0,,24,65,0,
CUST0516,2022-01-08,Starter,Monthly,FinTech,Canada,Partner,500+,29,278,29,0,,27,76,0,
CUST0517,2023-08-03,Professional,Annual,SaaS,Nigeria,Referral,1-10,79,758,758,0,,8,49,3,
CUST0518,2022-02-09,Starter,Monthly,E-Commerce,Brazil,Referral,201-500,29,278,29,0,,26,57,2,
CUST0519,2023-02-08,Starter,Monthly,FinTech,Canada,Organic Search,11-50,29,278,29,0,,13,59,3,
CUST0520,2022-07-13,Enterprise,Monthly,HR Tech,Nigeria,Paid Ads,1-10,299,2870,299,0,,20,50,3,
CUST0521,2022-07-11,Starter,Annual,SaaS,Brazil,Organic Search,11-50,29,278,278,1,2023-08-05,13,69,3,Too expensive
CUST0522,2023-08-12,Professional,Monthly,FinTech,USA,Referral,11-50,79,758,79,1,2024-02-08,6,18,5,Usability issues
CUST0523,2022-12-18,Business,Monthly,Media,USA,Referral,11-50,149,1430,149,0,,15,59,3,
CUST0524,2023-01-13,Business,Monthly,HealthTech,Brazil,Organic Search,1-10,149,1430,149,0,,14,90,0,
CUST0525,2023-02-27,Starter,Monthly,HR Tech,Brazil,Partner,1-10,29,278,29,1,2024-03-23,13,63,7,Poor support
CUST0526,2023-09-07,Starter,Monthly,Media,Canada,Paid Ads,1-10,29,278,29,1,2023-11-06,2,62,3,Budget cuts
CUST0527,2022-10-12,Starter,Annual,HealthTech,USA,Organic Search,201-500,29,278,278,1,2023-12-06,14,27,4,Too expensive
CUST0528,2022-06-09,Professional,Monthly,SaaS,Canada,Referral,51-200,79,758,79,0,,22,40,2,
CUST0529,2023-01-12,Starter,Monthly,E-Commerce,Nigeria,Social Media,11-50,29,278,29,1,2024-03-07,14,37,2,Poor support
CUST0530,2023-06-14,Starter,Monthly,Media,Canada,Direct,1-10,29,278,29,0,,9,65,0,
CUST0531,2022-03-25,Starter,Monthly,Logistics,India,Social Media,1-10,29,278,29,0,,24,92,2,
CUST0532,2022-01-12,Professional,Monthly,EdTech,Australia,Social Media,11-50,79,758,79,0,,26,44,1,
CUST0533,2022-09-13,Business,Annual,E-Commerce,USA,Direct,11-50,149,1430,1430,0,2024-03-31,22,70,0,
CUST0534,2023-09-02,Enterprise,Monthly,FinTech,Australia,Referral,51-200,299,2870,299,1,2024-03-30,7,41,2,Too expensive
CUST0535,2023-09-18,Professional,Annual,HealthTech,Germany,Social Media,11-50,79,758,758,0,,6,62,0,
CUST0536,2022-03-24,Starter,Monthly,Media,India,Direct,201-500,29,278,29,0,,24,81,3,
CUST0537,2022-09-19,Starter,Monthly,HR Tech,Australia,Partner,11-50,29,278,29,1,2022-12-18,3,17,7,Switched to competitor
CUST0538,2023-01-18,Professional,Annual,E-Commerce,Germany,Social Media,201-500,79,758,758,1,2023-02-17,1,24,2,No longer needed
CUST0539,2022-02-28,Starter,Monthly,SaaS,Nigeria,Direct,11-50,29,278,29,0,,25,58,3,
CUST0540,2022-11-17,Business,Monthly,SaaS,Canada,Social Media,1-10,149,1430,149,1,2023-07-15,8,18,4,Too expensive
CUST0541,2022-09-04,Business,Annual,FinTech,Nigeria,Social Media,1-10,149,1430,1430,1,2023-10-29,14,33,7,Poor support
CUST0542,2022-04-04,Starter,Monthly,SaaS,Australia,Referral,1-10,29,278,29,0,,24,74,0,
CUST0543,2022-03-09,Enterprise,Monthly,Logistics,Australia,Organic Search,1-10,299,2870,299,0,,25,79,3,
CUST0544,2022-01-13,Business,Monthly,HealthTech,Canada,Social Media,51-200,149,1430,149,1,2023-04-08,15,21,3,Switched to competitor
CUST0545,2022-06-11,Professional,Monthly,HR Tech,UK,Direct,51-200,79,758,79,0,,21,72,1,
CUST0546,2022-12-26,Starter,Annual,SaaS,Brazil,Social Media,201-500,29,278,278,1,2023-12-21,12,39,1,Switched to competitor
CUST0547,2023-05-18,Professional,Monthly,HR Tech,India,Paid Ads,1-10,79,758,79,0,,10,77,1,
CUST0548,2022-06-21,Professional,Monthly,HealthTech,Nigeria,Paid Ads,1-10,79,758,79,0,,21,61,0,
CUST0549,2022-01-06,Professional,Annual,SaaS,Canada,Partner,1-10,79,758,758,1,2023-01-01,12,70,0,Too expensive
CUST0550,2023-03-16,Business,Monthly,EdTech,Germany,Paid Ads,1-10,149,1430,149,1,2023-10-12,7,14,1,Budget cuts
CUST0551,2022-07-23,Enterprise,Monthly,Logistics,UK,Social Media,1-10,299,2870,299,0,,20,57,0,
CUST0552,2022-06-20,Professional,Monthly,Logistics,India,Partner,11-50,79,758,79,0,,21,77,1,
CUST0553,2022-05-03,Enterprise,Monthly,E-Commerce,Canada,Paid Ads,500+,299,2870,299,0,,23,69,1,
CUST0554,2023-07-06,Professional,Monthly,E-Commerce,Nigeria,Social Media,500+,79,758,79,0,,8,60,3,
CUST0555,2023-03-05,Professional,Monthly,SaaS,Australia,Direct,1-10,79,758,79,0,,13,72,1,
CUST0556,2022-12-14,Professional,Monthly,HR Tech,Brazil,Referral,51-200,79,758,79,1,2024-03-08,15,5,3,Switched to competitor
CUST0557,2022-06-13,Starter,Monthly,E-Commerce,Nigeria,Referral,11-50,29,278,29,0,,21,83,0,
CUST0558,2023-01-01,Professional,Annual,SaaS,UK,Partner,11-50,79,758,758,1,2024-01-26,13,36,2,Too expensive
CUST0559,2022-07-05,Starter,Annual,Logistics,Nigeria,Direct,1-10,29,278,278,1,2023-12-27,18,41,4,Poor support
CUST0560,2023-09-24,Business,Monthly,Logistics,Nigeria,Partner,11-50,149,1430,149,0,,6,52,3,
CUST0561,2022-03-04,Starter,Annual,Logistics,India,Social Media,11-50,29,278,278,1,2023-04-28,14,45,6,Too expensive
CUST0562,2023-06-08,Business,Annual,Logistics,Germany,Partner,201-500,149,1430,1430,0,,9,72,3,
CUST0563,2022-12-24,Business,Monthly,E-Commerce,UK,Organic Search,1-10,149,1430,149,0,,15,69,3,
CUST0564,2022-02-07,Starter,Monthly,SaaS,Germany,Partner,201-500,29,278,29,0,,26,59,1,
CUST0565,2023-03-20,Starter,Annual,EdTech,UK,Organic Search,201-500,29,278,278,1,2024-03-14,12,30,8,Too expensive
CUST0566,2022-07-26,Business,Annual,SaaS,Germany,Direct,11-50,149,1430,1430,0,,20,100,1,
CUST0567,2023-03-25,Professional,Monthly,E-Commerce,UK,Direct,500+,79,758,79,0,,12,87,3,
CUST0568,2022-08-11,Business,Monthly,HR Tech,India,Organic Search,11-50,149,1430,149,0,,19,61,2,
CUST0569,2023-02-26,Professional,Monthly,HealthTech,India,Referral,201-500,79,758,79,0,,13,55,0,
CUST0570,2022-04-27,Professional,Monthly,SaaS,Australia,Direct,500+,79,758,79,0,,23,94,0,
CUST0571,2023-08-01,Professional,Monthly,HR Tech,USA,Organic Search,500+,79,758,79,0,,8,81,2,
CUST0572,2022-06-23,Starter,Monthly,HR Tech,Australia,Paid Ads,1-10,29,278,29,0,,21,53,3,
CUST0573,2023-05-06,Starter,Monthly,EdTech,Canada,Organic Search,11-50,29,278,29,0,,11,54,2,
CUST0574,2022-11-28,Professional,Annual,EdTech,Canada,Social Media,500+,79,758,758,1,2023-11-23,12,27,2,Poor support
CUST0575,2022-01-28,Professional,Annual,Logistics,USA,Direct,11-50,79,758,758,1,2023-02-22,13,70,2,Budget cuts
CUST0576,2023-04-20,Starter,Annual,HR Tech,Australia,Partner,11-50,29,278,278,0,,11,45,1,
CUST0577,2022-04-11,Enterprise,Annual,FinTech,Australia,Paid Ads,51-200,299,2870,2870,1,2023-06-05,14,27,3,Too expensive
CUST0578,2022-07-30,Business,Monthly,FinTech,UK,Paid Ads,51-200,149,1430,149,0,,20,65,1,
CUST0579,2022-09-03,Starter,Monthly,Logistics,Australia,Paid Ads,1-10,29,278,29,1,2023-07-30,11,37,3,No longer needed
CUST0580,2022-09-16,Starter,Annual,FinTech,India,Partner,11-50,29,278,278,1,2023-09-11,12,59,2,Too expensive
CUST0581,2022-07-07,Professional,Monthly,HR Tech,Brazil,Partner,1-10,79,758,79,1,2022-10-05,3,37,6,Switched to competitor
CUST0582,2023-02-28,Professional,Annual,HealthTech,UK,Organic Search,1-10,79,758,758,1,2024-02-23,12,5,1,Missing features
CUST0583,2022-03-31,Starter,Monthly,Media,USA,Referral,11-50,29,278,29,1,2022-12-26,9,21,5,Too expensive
CUST0584,2022-12-09,Starter,Annual,E-Commerce,Canada,Partner,1-10,29,278,278,1,2023-12-04,12,38,0,Too expensive
CUST0585,2022-11-15,Business,Annual,EdTech,Germany,Direct,1-10,149,1430,1430,0,,16,65,2,
CUST0586,2022-11-27,Professional,Monthly,Media,USA,Direct,11-50,79,758,79,0,,16,80,2,
CUST0587,2023-05-23,Starter,Annual,EdTech,Canada,Paid Ads,1-10,29,278,278,0,,10,71,2,
CUST0588,2022-01-15,Professional,Annual,Logistics,Nigeria,Direct,201-500,79,758,758,0,,26,70,0,
CUST0589,2022-08-27,Professional,Annual,E-Commerce,India,Organic Search,1-10,79,758,758,0,,19,71,1,
CUST0590,2022-09-12,Business,Monthly,HR Tech,USA,Direct,500+,149,1430,149,0,,18,98,1,
CUST0591,2023-09-30,Business,Monthly,EdTech,India,Organic Search,11-50,149,1430,149,0,,6,61,2,
CUST0592,2022-11-04,Professional,Annual,HealthTech,USA,Organic Search,1-10,79,758,758,1,2023-11-29,13,47,2,Poor support
CUST0593,2022-10-27,Enterprise,Monthly,Media,Australia,Referral,500+,299,2870,299,0,,17,69,3,
CUST0594,2022-06-21,Starter,Monthly,Media,Australia,Organic Search,500+,29,278,29,1,2023-10-14,16,14,2,Budget cuts
CUST0595,2023-08-19,Professional,Annual,Media,Canada,Organic Search,51-200,79,758,758,0,,7,94,2,
CUST0596,2022-11-26,Starter,Annual,FinTech,Germany,Organic Search,201-500,29,278,278,1,2024-01-20,14,23,2,Too expensive
CUST0597,2022-08-26,Starter,Monthly,EdTech,Nigeria,Paid Ads,11-50,29,278,29,1,2023-03-24,7,48,6,Switched to competitor
CUST0598,2022-09-21,Professional,Annual,HR Tech,Nigeria,Paid Ads,51-200,79,758,758,0,,18,58,0,
CUST0599,2022-03-13,Starter,Annual,EdTech,USA,Paid Ads,1-10,29,278,278,1,2023-04-07,13,36,0,Too expensive
CUST0600,2022-07-06,Starter,Monthly,HealthTech,Nigeria,Referral,1-10,29,278,29,1,2023-12-28,18,37,5,Budget cuts
CUST0601,2022-02-01,Starter,Annual,HealthTech,Australia,Direct,51-200,29,278,278,0,,26,63,0,
CUST0602,2022-04-27,Starter,Monthly,HealthTech,Nigeria,Organic Search,201-500,29,278,29,0,,23,76,2,
CUST0603,2022-05-08,Enterprise,Annual,Logistics,Germany,Organic Search,51-200,299,2870,2870,1,2023-05-03,12,58,1,Switched to competitor
CUST0604,2023-09-28,Starter,Annual,E-Commerce,UK,Referral,11-50,29,278,278,0,,6,71,0,
CUST0605,2023-01-25,Business,Annual,FinTech,Australia,Partner,201-500,149,1430,1430,0,,14,64,3,
CUST0606,2023-07-15,Professional,Annual,Logistics,USA,Partner,1-10,79,758,758,0,,8,49,0,
CUST0607,2022-06-07,Professional,Monthly,SaaS,India,Social Media,1-10,79,758,79,0,,22,78,2,
CUST0608,2022-07-21,Professional,Monthly,FinTech,Germany,Referral,500+,79,758,79,0,,20,65,1,
CUST0609,2023-06-25,Starter,Annual,EdTech,Brazil,Referral,201-500,29,278,278,0,,9,80,2,
CUST0610,2022-06-20,Starter,Monthly,HealthTech,India,Social Media,1-10,29,278,29,0,,21,88,1,
CUST0611,2022-01-13,Business,Annual,Logistics,Germany,Partner,1-10,149,1430,1430,1,2023-03-09,14,43,6,Too expensive
CUST0612,2023-01-05,Professional,Annual,E-Commerce,Australia,Partner,11-50,79,758,758,1,2024-01-30,13,57,5,Too expensive
CUST0613,2022-12-05,Professional,Monthly,SaaS,Nigeria,Organic Search,51-200,79,758,79,0,,16,67,3,
CUST0614,2023-01-03,Professional,Monthly,E-Commerce,India,Organic Search,11-50,79,758,79,1,2023-08-31,8,23,4,Usability issues
CUST0615,2022-01-19,Professional,Monthly,HR Tech,UK,Paid Ads,51-200,79,758,79,0,,26,66,1,
CUST0616,2022-06-12,Enterprise,Annual,Media,Australia,Partner,51-200,299,2870,2870,1,2023-07-07,13,13,2,Too expensive
CUST0617,2022-03-29,Starter,Annual,SaaS,India,Partner,11-50,29,278,278,1,2023-05-23,14,62,3,Too expensive
CUST0618,2022-09-04,Professional,Monthly,Logistics,Australia,Paid Ads,51-200,79,758,79,1,2022-11-03,2,29,4,Switched to competitor
CUST0619,2022-05-25,Starter,Annual,HealthTech,UK,Direct,1-10,29,278,278,1,2023-05-20,12,40,2,No longer needed
CUST0620,2022-06-27,Business,Annual,Logistics,USA,Social Media,11-50,149,1430,1430,0,,21,81,2,
CUST0621,2022-09-26,Starter,Annual,Media,Brazil,Organic Search,201-500,29,278,278,0,,18,55,3,
CUST0622,2022-09-12,Starter,Annual,E-Commerce,USA,Direct,51-200,29,278,278,0,,18,62,2,
CUST0623,2022-05-10,Starter,Annual,Logistics,Brazil,Partner,11-50,29,278,278,1,2023-05-05,12,44,8,Missing features
CUST0624,2022-10-24,Enterprise,Monthly,SaaS,Canada,Partner,1-10,299,2870,299,0,,17,78,2,
CUST0625,2022-01-31,Starter,Annual,HealthTech,India,Organic Search,1-10,29,278,278,1,2022-04-01,2,58,7,Too expensive
CUST0626,2022-03-15,Professional,Annual,Logistics,USA,Paid Ads,11-50,79,758,758,1,2023-03-10,12,67,0,Too expensive
CUST0627,2022-04-28,Starter,Monthly,FinTech,Brazil,Referral,11-50,29,278,29,0,,23,60,3,
CUST0628,2022-05-24,Professional,Annual,FinTech,Germany,Organic Search,51-200,79,758,758,1,2023-07-18,14,70,0,Too expensive
CUST0629,2023-07-29,Business,Monthly,Media,Canada,Social Media,201-500,149,1430,149,0,,8,79,2,
CUST0630,2023-04-15,Professional,Annual,FinTech,UK,Partner,1-10,79,758,758,0,,11,57,0,
CUST0631,2023-01-22,Starter,Annual,Logistics,Canada,Paid Ads,500+,29,278,278,0,,14,83,3,
CUST0632,2022-04-11,Starter,Annual,SaaS,USA,Paid Ads,1-10,29,278,278,1,2022-10-08,6,34,3,Switched to competitor
CUST0633,2023-04-23,Enterprise,Annual,SaaS,Brazil,Social Media,1-10,299,2870,2870,0,,11,67,1,
CUST0634,2022-01-19,Starter,Annual,HR Tech,India,Partner,1-10,29,278,278,1,2023-03-15,14,37,5,Too expensive
CUST0635,2023-02-24,Professional,Monthly,FinTech,Australia,Partner,51-200,79,758,79,1,2023-07-24,5,53,7,Too expensive
CUST0636,2022-02-25,Starter,Annual,FinTech,USA,Paid Ads,201-500,29,278,278,1,2023-04-21,14,37,5,Switched to competitor
CUST0637,2023-06-15,Starter,Monthly,E-Commerce,Australia,Referral,201-500,29,278,29,1,2024-02-10,8,38,7,Poor support
CUST0638,2022-04-11,Professional,Annual,SaaS,Germany,Referral,51-200,79,758,758,0,,24,72,2,
CUST0639,2023-04-20,Starter,Monthly,E-Commerce,Canada,Organic Search,11-50,29,278,29,0,,11,52,3,
CUST0640,2023-02-21,Business,Annual,EdTech,Germany,Social Media,11-50,149,1430,1430,0,,13,76,0,
CUST0641,2022-10-07,Starter,Annual,EdTech,Nigeria,Paid Ads,51-200,29,278,278,1,2023-12-01,14,69,0,Too expensive
CUST0642,2022-10-11,Starter,Monthly,FinTech,Australia,Referral,51-200,29,278,29,1,2023-05-09,7,44,5,Too expensive
CUST0643,2022-08-05,Starter,Monthly,Media,Canada,Direct,1-10,29,278,29,0,,20,84,0,
CUST0644,2023-03-11,Starter,Annual,HR Tech,Germany,Social Media,1-10,29,278,278,0,,12,67,1,
CUST0645,2022-08-21,Enterprise,Monthly,Media,Australia,Direct,11-50,299,2870,299,0,,19,46,2,
CUST0646,2022-03-16,Professional,Annual,EdTech,Australia,Paid Ads,11-50,79,758,758,1,2023-04-10,13,61,0,Too expensive
CUST0647,2022-07-17,Professional,Monthly,Logistics,Nigeria,Social Media,51-200,79,758,79,0,,20,68,3,
CUST0648,2023-04-19,Enterprise,Annual,Logistics,UK,Direct,51-200,299,2870,2870,1,2023-08-17,4,12,8,Too expensive
CUST0649,2022-07-16,Starter,Monthly,SaaS,UK,Partner,51-200,29,278,29,0,,20,73,2,
CUST0650,2023-05-12,Starter,Annual,E-Commerce,Germany,Direct,500+,29,278,278,0,2024-03-31,16,44,3,
CUST0651,2022-12-20,Starter,Monthly,HealthTech,India,Referral,11-50,29,278,29,0,,15,41,1,
CUST0652,2022-06-09,Starter,Monthly,SaaS,UK,Organic Search,51-200,29,278,29,0,,22,64,2,
CUST0653,2022-03-19,Business,Monthly,EdTech,Brazil,Organic Search,201-500,149,1430,149,0,,24,45,2,
CUST0654,2022-04-27,Professional,Monthly,Logistics,USA,Direct,51-200,79,758,79,1,2023-04-22,12,30,8,Usability issues
CUST0655,2023-04-21,Enterprise,Monthly,EdTech,Brazil,Social Media,51-200,299,2870,299,1,2023-08-19,4,18,6,No longer needed
CUST0656,2022-04-10,Enterprise,Monthly,Logistics,UK,Organic Search,1-10,299,2870,299,0,,24,54,2,
CUST0657,2022-06-01,Business,Annual,Media,Nigeria,Social Media,51-200,149,1430,1430,1,2023-05-27,12,85,2,Too expensive
CUST0658,2022-03-06,Starter,Monthly,EdTech,UK,Referral,11-50,29,278,29,0,,25,82,1,
CUST0659,2023-07-25,Professional,Monthly,Media,India,Paid Ads,11-50,79,758,79,0,,8,52,2,
CUST0660,2023-04-10,Business,Monthly,Media,Australia,Social Media,11-50,149,1430,149,0,,11,63,0,
CUST0661,2022-10-01,Professional,Annual,E-Commerce,Australia,Social Media,11-50,79,758,758,1,2023-09-26,12,72,1,Budget cuts
CUST0662,2022-02-11,Business,Annual,FinTech,Nigeria,Referral,11-50,149,1430,1430,0,,25,73,3,
CUST0663,2023-08-27,Starter,Annual,FinTech,UK,Partner,1-10,29,278,278,0,,7,92,1,
CUST0664,2022-09-26,Professional,Monthly,HR Tech,Nigeria,Social Media,51-200,79,758,79,1,2023-08-22,11,34,2,Budget cuts
CUST0665,2022-02-09,Starter,Monthly,Media,Brazil,Referral,500+,29,278,29,0,,26,76,0,
CUST0666,2022-09-17,Starter,Monthly,EdTech,Australia,Social Media,201-500,29,278,29,0,,18,35,0,
CUST0667,2022-08-09,Professional,Annual,EdTech,Canada,Organic Search,51-200,79,758,758,0,,20,53,2,
CUST0668,2022-03-26,Starter,Annual,HR Tech,Germany,Referral,500+,29,278,278,1,2023-05-20,14,23,4,Missing features
CUST0669,2022-10-15,Professional,Monthly,EdTech,UK,Partner,1-10,79,758,79,1,2023-06-12,8,9,1,Too expensive
CUST0670,2022-09-01,Starter,Monthly,Logistics,Germany,Direct,11-50,29,278,29,0,,19,75,2,
CUST0671,2022-08-25,Professional,Annual,Logistics,India,Organic Search,51-200,79,758,758,1,2023-09-19,13,69,0,Too expensive
CUST0672,2023-01-15,Starter,Annual,Logistics,Nigeria,Social Media,51-200,29,278,278,1,2024-01-10,12,60,0,Too expensive
CUST0673,2023-04-01,Starter,Monthly,FinTech,India,Paid Ads,51-200,29,278,29,1,2024-03-26,12,27,7,Budget cuts
CUST0674,2023-08-18,Professional,Monthly,EdTech,Brazil,Social Media,500+,79,758,79,1,2024-01-15,5,28,8,Missing features
CUST0675,2022-12-17,Enterprise,Annual,Logistics,Canada,Social Media,201-500,299,2870,2870,1,2023-12-12,12,92,0,Too expensive
CUST0676,2023-09-05,Professional,Monthly,EdTech,Australia,Paid Ads,51-200,79,758,79,0,,6,79,3,
CUST0677,2023-06-09,Starter,Monthly,HR Tech,Germany,Social Media,11-50,29,278,29,0,,9,79,1,
CUST0678,2022-11-16,Starter,Annual,Media,Canada,Referral,1-10,29,278,278,1,2023-12-11,13,82,2,Too expensive
CUST0679,2022-04-14,Starter,Annual,HR Tech,Germany,Referral,51-200,29,278,278,1,2023-04-09,12,53,4,Switched to competitor
CUST0680,2023-01-16,Professional,Monthly,FinTech,Brazil,Partner,1-10,79,758,79,1,2023-10-13,9,35,7,Usability issues
CUST0681,2022-09-26,Starter,Monthly,EdTech,Australia,Social Media,11-50,29,278,29,0,,18,77,3,
CUST0682,2023-06-06,Starter,Monthly,Media,UK,Social Media,51-200,29,278,29,1,2023-10-04,4,47,6,Budget cuts
CUST0683,2022-03-21,Starter,Annual,HealthTech,Nigeria,Organic Search,11-50,29,278,278,1,2023-04-15,13,67,2,Too expensive
CUST0684,2022-06-28,Professional,Annual,E-Commerce,Brazil,Referral,51-200,79,758,758,0,,21,35,3,
CUST0685,2022-08-03,Starter,Annual,HealthTech,UK,Direct,201-500,29,278,278,0,,20,77,1,
CUST0686,2022-04-08,Business,Monthly,Logistics,India,Partner,201-500,149,1430,149,0,,24,63,2,
CUST0687,2023-09-09,Professional,Monthly,HealthTech,Brazil,Organic Search,51-200,79,758,79,1,2024-01-07,4,32,5,Switched to competitor
