ticket_id,customer_id,ticket_date,category,resolved,days_to_resolve
TKT00999,CUST0434,2023-07-11,Technical,0,
TKT01000,CUST0435,2024-01-13,Technical,0,
TKT01001,CUST0435,2024-01-25,Bug Report,1,8
TKT01002,CUST0435,2024-01-31,Onboarding,1,2
TKT01003,CUST0436,2022-09-06,Billing,1,11
TKT01004,CUST0436,2022-10-15,Technical,0,
TKT01005,CUST0438,2023-09-14,Feature Request,1,7
TKT01006,CUST0438,2023-07-22,Feature Request,1,14
TKT01007,CUST0438,2023-09-10,Billing,1,4
TKT01008,CUST0438,2023-11-12,Billing,1,3
TKT01009,CUST0438,2023-09-21,Billing,1,2
TKT01010,CUST0438,2023-04-06,Technical,1,5
TKT01011,CUST0438,2023-08-05,Bug Report,1,11
TKT01012,CUST0438,2023-08-31,Billing,1,2
TKT01013,CUST0439,2024-03-30,Onboarding,1,5
TKT01014,CUST0439,2023-06-03,Technical,1,3
TKT01015,CUST0440,2023-10-17,Technical,1,3
TKT01016,CUST0441,2023-06-02,Onboarding,1,5
TKT01017,CUST0441,2023-09-03,Feature Request,0,
TKT01018,CUST0441,2023-08-04,Onboarding,1,7
TKT01019,CUST0441,2023-05-22,Feature Request,0,
TKT01020,CUST0441,2023-08-20,Technical,1,8
TKT01021,CUST0441,2023-09-26,Billing,1,11
TKT01022,CUST0441,2023-08-21,Bug Report,1,3
TKT01023,CUST0442,2023-12-09,Technical,1,9
TKT01024,CUST0442,2023-12-26,Technical,1,4
TKT01025,CUST0442,2023-07-23,Onboarding,0,
TKT01026,CUST0442,2023-12-11,Feature Request,1,5
TKT01027,CUST0442,2023-06-15,Bug Report,0,
TKT01028,CUST0443,2023-05-08,Onboarding,1,11
TKT01029,CUST0443,2022-09-12,Feature Request,1,2
TKT01030,CUST0443,2023-04-06,Technical,1,11
TKT01031,CUST0443,2022-11-25,Feature Request,1,10
TKT01032,CUST0443,2022-05-12,Billing,0,
TKT01033,CUST0443,2022-11-04,Technical,0,
TKT01034,CUST0443,2022-10-01,Bug Report,1,13
TKT01035,CUST0443,2023-05-05,Bug Report,0,
TKT01036,CUST0444,2023-07-23,Bug Report,1,7
TKT01037,CUST0444,2023-03-30,Bug Report,1,12
TKT01038,CUST0444,2023-07-26,Billing,1,3
TKT01039,CUST0445,2023-07-05,Onboarding,1,5
TKT01040,CUST0446,2022-10-23,Technical,1,11
TKT01041,CUST0448,2023-06-04,Billing,0,
TKT01042,CUST0448,2023-10-04,Bug Report,1,1
TKT01043,CUST0448,2023-07-23,Onboarding,0,
TKT01044,CUST0449,2024-02-01,Billing,1,14
TKT01045,CUST0451,2023-07-26,Technical,1,9
TKT01046,CUST0451,2023-04-12,Billing,0,
TKT01047,CUST0451,2022-09-30,Billing,1,7
TKT01048,CUST0453,2023-06-06,Feature Request,1,5
TKT01049,CUST0453,2022-12-08,Feature Request,1,13
TKT01050,CUST0454,2023-05-14,Billing,1,9
TKT01051,CUST0455,2023-08-18,Feature Request,1,2
TKT01052,CUST0457,2023-06-22,Billing,0,
TKT01053,CUST0457,2022-06-22,Technical,0,
TKT01054,CUST0458,2023-01-15,Bug Report,1,12
TKT01055,CUST0458,2023-11-02,Feature Request,1,1
TKT01056,CUST0458,2024-01-21,Onboarding,0,
TKT01057,CUST0459,2023-02-01,Technical,0,
TKT01058,CUST0459,2023-10-14,Technical,1,6
TKT01059,CUST0459,2023-04-14,Technical,1,11
TKT01060,CUST0461,2023-01-30,Billing,1,12
TKT01061,CUST0462,2023-11-25,Onboarding,1,2
TKT01062,CUST0462,2023-12-01,Bug Report,1,2
TKT01063,CUST0463,2024-01-24,Feature Request,1,5
TKT01064,CUST0463,2024-03-19,Technical,1,9
TKT01065,CUST0463,2024-01-12,Onboarding,1,7
TKT01066,CUST0464,2022-08-04,Onboarding,1,2
TKT01067,CUST0464,2024-03-27,Feature Request,1,3
TKT01068,CUST0464,2024-01-18,Onboarding,0,
TKT01069,CUST0465,2022-08-28,Technical,1,6
TKT01070,CUST0465,2022-12-09,Feature Request,1,1
TKT01071,CUST0465,2022-10-15,Bug Report,0,
TKT01072,CUST0465,2022-06-30,Bug Report,1,9
TKT01073,CUST0465,2022-12-14,Technical,1,8
TKT01074,CUST0465,2022-06-03,Bug Report,1,6
TKT01075,CUST0466,2024-01-11,Feature Request,0,
TKT01076,CUST0466,2024-02-06,Billing,1,10
TKT01077,CUST0466,2023-10-29,Billing,1,14
TKT01078,CUST0467,2023-04-17,Feature Request,1,4
TKT01079,CUST0467,2023-03-14,Bug Report,1,2
TKT01080,CUST0468,2022-10-10,Bug Report,1,10
TKT01081,CUST0468,2022-07-22,Bug Report,1,10
TKT01082,CUST0468,2023-05-31,Feature Request,0,
TKT01083,CUST0469,2022-10-23,Feature Request,1,2
TKT01084,CUST0469,2023-05-26,Billing,1,5
TKT01085,CUST0469,2022-10-24,Onboarding,0,
TKT01086,CUST0469,2023-01-31,Feature Request,1,9
TKT01087,CUST0469,2023-07-05,Feature Request,1,11
TKT01088,CUST0469,2023-07-24,Onboarding,1,9
TKT01089,CUST0469,2023-08-01,Onboarding,1,10
TKT01090,CUST0469,2023-06-02,Onboarding,1,8
TKT01091,CUST0470,2023-02-13,Feature Request,1,8
TKT01092,CUST0471,2023-02-08,Technical,1,3
TKT01093,CUST0472,2023-09-29,Billing,1,14
TKT01094,CUST0473,2022-06-04,Bug Report,1,1
TKT01095,CUST0474,2023-06-23,Technical,0,
TKT01096,CUST0474,2022-11-02,Bug Report,1,9
TKT01097,CUST0474,2023-01-11,Feature Request,1,11
TKT01098,CUST0474,2023-08-24,Billing,0,
TKT01099,CUST0474,2022-09-24,Feature Request,0,
TKT01100,CUST0474,2022-08-22,Bug Report,1,1
TKT01101,CUST0475,2023-07-27,Technical,1,8
TKT01102,CUST0476,2023-07-11,Bug Report,1,3
TKT01103,CUST0477,2024-01-14,Bug Report,0,
TKT01104,CUST0477,2023-12-19,Billing,1,14
TKT01105,CUST0477,2023-03-28,Onboarding,1,1
TKT01106,CUST0478,2022-11-05,Onboarding,0,
TKT01107,CUST0478,2022-05-18,Onboarding,1,14
TKT01108,CUST0479,2023-12-12,Feature Request,1,3
TKT01109,CUST0479,2024-02-24,Bug Report,1,5
TKT01110,CUST0479,2024-01-13,Onboarding,1,13
TKT01111,CUST0480,2022-05-13,Technical,1,3
TKT01112,CUST0480,2023-04-09,Billing,1,14
TKT01113,CUST0482,2023-10-02,Technical,0,
TKT01114,CUST0483,2022-07-28,Technical,1,4
TKT01115,CUST0484,2022-10-20,Onboarding,1,8
TKT01116,CUST0484,2022-09-08,Bug Report,0,
TKT01117,CUST0484,2022-08-07,Billing,0,
TKT01118,CUST0484,2022-09-11,Billing,0,
TKT01119,CUST0484,2022-08-24,Billing,1,13
TKT01120,CUST0487,2022-11-18,Bug Report,1,6
TKT01121,CUST0487,2023-01-08,Technical,1,11
TKT01122,CUST0488,2023-09-19,Onboarding,1,9
TKT01123,CUST0488,2023-02-18,Onboarding,0,
TKT01124,CUST0488,2023-06-18,Billing,1,13
TKT01125,CUST0489,2023-09-30,Bug Report,0,
TKT01126,CUST0489,2023-11-08,Bug Report,1,5
TKT01127,CUST0489,2023-12-13,Bug Report,0,
TKT01128,CUST0490,2023-04-24,Onboarding,1,4
TKT01129,CUST0491,2023-08-23,Feature Request,0,
TKT01130,CUST0491,2023-12-03,Bug Report,1,1
TKT01131,CUST0491,2024-01-22,Technical,1,13
TKT01132,CUST0492,2023-08-28,Technical,0,
TKT01133,CUST0493,2023-03-11,Bug Report,1,13
TKT01134,CUST0493,2022-10-31,Onboarding,0,
TKT01135,CUST0493,2023-01-18,Billing,1,14
TKT01136,CUST0493,2022-04-03,Onboarding,0,
TKT01137,CUST0493,2022-11-20,Feature Request,1,6
TKT01138,CUST0494,2023-09-09,Bug Report,1,8
TKT01139,CUST0495,2023-10-15,Billing,1,3
TKT01140,CUST0495,2023-08-15,Bug Report,0,
TKT01141,CUST0496,2023-05-15,Technical,1,10
TKT01142,CUST0497,2023-10-21,Bug Report,0,
TKT01143,CUST0497,2023-11-26,Bug Report,0,
TKT01144,CUST0497,2023-11-07,Billing,1,12
TKT01145,CUST0499,2023-05-01,Onboarding,1,14
TKT01146,CUST0499,2022-11-29,Billing,0,
TKT01147,CUST0499,2022-11-26,Bug Report,1,11
TKT01148,CUST0499,2023-02-16,Feature Request,1,5
TKT01149,CUST0499,2023-01-26,Feature Request,0,
TKT01150,CUST0499,2023-04-29,Bug Report,1,5
TKT01151,CUST0500,2023-08-04,Bug Report,1,10
TKT01152,CUST0500,2023-08-23,Technical,1,3
TKT01153,CUST0503,2023-04-18,Feature Request,1,3
TKT01154,CUST0503,2023-08-27,Onboarding,1,8
TKT01155,CUST0503,2023-08-18,Onboarding,1,3
TKT01156,CUST0504,2023-09-06,Feature Request,1,6
TKT01157,CUST0506,2023-04-10,Billing,1,14
TKT01158,CUST0507,2022-12-18,Technical,0,
TKT01159,CUST0507,2023-02-09,Technical,1,12
TKT01160,CUST0507,2023-02-01,Technical,1,5
TKT01161,CUST0507,2023-02-18,Onboarding,1,6
TKT01162,CUST0508,2022-03-18,Billing,1,3
TKT01163,CUST0508,2022-04-06,Billing,1,8
TKT01164,CUST0508,2023-01-31,Billing,0,
TKT01165,CUST0508,2022-09-29,Onboarding,1,12
TKT01166,CUST0508,2022-04-20,Technical,0,
TKT01167,CUST0508,2022-05-30,Onboarding,1,6
TKT01168,CUST0510,2023-06-17,Technical,0,
TKT01169,CUST0510,2022-08-31,Billing,1,11
TKT01170,CUST0510,2022-12-30,Billing,1,7
TKT01171,CUST0510,2022-09-20,Onboarding,1,7
TKT01172,CUST0510,2023-05-04,Technical,0,
TKT01173,CUST0510,2023-02-18,Onboarding,1,14
TKT01174,CUST0511,2022-07-06,Onboarding,1,7
TKT01175,CUST0511,2023-08-11,Feature Request,1,8
TKT01176,CUST0512,2022-06-09,Billing,1,9
TKT01177,CUST0512,2022-05-19,Onboarding,1,5
TKT01178,CUST0512,2022-08-06,Onboarding,1,3
TKT01179,CUST0512,2023-01-02,Billing,0,
TKT01180,CUST0512,2022-10-20,Onboarding,0,
TKT01181,CUST0512,2022-11-13,Feature Request,1,9
TKT01182,CUST0512,2022-08-24,Bug Report,1,11
TKT01183,CUST0512,2022-04-25,Billing,1,11
TKT01184,CUST0514,2024-02-22,Onboarding,1,11
TKT01185,CUST0514,2024-01-10,Technical,1,13
TKT01186,CUST0514,2024-03-20,Billing,0,
TKT01187,CUST0517,2023-12-29,Technical,1,1
TKT01188,CUST0517,2023-11-01,Onboarding,1,6
TKT01189,CUST0517,2023-10-01,Onboarding,0,
TKT01190,CUST0518,2023-10-25,Feature Request,1,8
TKT01191,CUST0518,2023-12-15,Bug Report,1,13
TKT01192,CUST0519,2023-05-27,Technical,1,5
TKT01193,CUST0519,2023-02-11,Technical,1,10
TKT01194,CUST0519,2023-02-22,Bug Report,1,14
TKT01195,CUST0520,2023-06-20,Feature Request,1,3
TKT01196,CUST0520,2023-11-23,Technical,1,13
TKT01197,CUST0520,2022-08-28,Technical,1,13
TKT01198,CUST0521,2022-09-09,Bug Report,1,8
TKT01199,CUST0521,2022-10-12,Technical,0,
TKT01200,CUST0521,2023-06-02,Feature Request,0,
TKT01201,CUST0522,2023-12-02,Technical,0,
TKT01202,CUST0522,2024-01-07,Technical,1,7
TKT01203,CUST0522,2023-10-07,Billing,1,4
TKT01204,CUST0522,2024-01-31,Feature Request,1,8
TKT01205,CUST0522,2023-11-16,Onboarding,1,3
TKT01206,CUST0523,2023-08-05,Bug Report,1,6
TKT01207,CUST0523,2023-04-29,Bug Report,1,12
TKT01208,CUST0523,2023-09-27,Onboarding,1,2
TKT01209,CUST0525,2023-04-23,Technical,1,5
TKT01210,CUST0525,2024-03-16,Technical,1,9
TKT01211,CUST0525,2023-03-09,Technical,1,13
TKT01212,CUST0525,2024-02-09,Onboarding,1,5
TKT01213,CUST0525,2023-04-13,Onboarding,0,
TKT01214,CUST0525,2024-01-18,Onboarding,0,
TKT01215,CUST0525,2023-04-21,Feature Request,1,1
TKT01216,CUST0526,2023-10-03,Billing,0,
TKT01217,CUST0526,2023-10-30,Onboarding,1,5
TKT01218,CUST0526,2023-09-14,Onboarding,0,
TKT01219,CUST0527,2023-11-01,Bug Report,1,9
TKT01220,CUST0527,2023-04-29,Billing,1,13
TKT01221,CUST0527,2023-02-08,Technical,1,4
TKT01222,CUST0527,2023-03-23,Billing,1,7
TKT01223,CUST0528,2023-03-28,Billing,1,12
TKT01224,CUST0528,2022-06-15,Billing,0,
TKT01225,CUST0529,2023-06-02,Technical,0,
TKT01226,CUST0529,2023-05-23,Bug Report,1,10
TKT01227,CUST0531,2023-05-16,Billing,1,8
TKT01228,CUST0531,2023-03-13,Bug Report,0,
TKT01229,CUST0532,2022-09-17,Technical,1,2
TKT01230,CUST0534,2023-09-28,Billing,1,8
TKT01231,CUST0534,2024-02-27,Onboarding,1,4
TKT01232,CUST0536,2024-01-20,Onboarding,1,14
TKT01233,CUST0536,2023-09-23,Onboarding,1,5
TKT01234,CUST0536,2024-01-10,Onboarding,1,9
TKT01235,CUST0537,2022-11-12,Billing,1,14
TKT01236,CUST0537,2022-11-30,Billing,1,2
TKT01237,CUST0537,2022-10-21,Bug Report,0,
TKT01238,CUST0537,2022-09-27,Technical,1,4
TKT01239,CUST0537,2022-11-18,Onboarding,0,
TKT01240,CUST0537,2022-09-22,Technical,1,13
TKT01241,CUST0537,2022-11-28,Feature Request,1,1
TKT01242,CUST0538,2023-02-14,Technical,1,2
TKT01243,CUST0538,2023-01-30,Onboarding,1,1
TKT01244,CUST0539,2023-02-02,Feature Request,1,1
TKT01245,CUST0539,2023-07-31,Feature Request,1,10
TKT01246,CUST0539,2022-09-19,Feature Request,1,6
TKT01247,CUST0540,2023-02-21,Billing,0,
TKT01248,CUST0540,2023-07-15,Feature Request,0,
TKT01249,CUST0540,2023-01-20,Bug Report,0,
TKT01250,CUST0540,2023-02-15,Onboarding,1,13
TKT01251,CUST0541,2023-07-11,Feature Request,1,9
TKT01252,CUST0541,2022-12-11,Bug Report,0,
TKT01253,CUST0541,2023-06-19,Onboarding,1,12
TKT01254,CUST0541,2022-12-27,Technical,1,9
TKT01255,CUST0541,2023-01-29,Bug Report,1,11
TKT01256,CUST0541,2023-01-24,Bug Report,1,7
TKT01257,CUST0541,2023-06-18,Technical,1,8
TKT01258,CUST0543,2023-09-14,Technical,0,
TKT01259,CUST0543,2022-06-05,Technical,0,
TKT01260,CUST0543,2023-05-19,Feature Request,0,
TKT01261,CUST0544,2022-03-17,Technical,1,5
TKT01262,CUST0544,2023-02-05,Feature Request,1,9
TKT01263,CUST0544,2022-01-13,Onboarding,1,10
TKT01264,CUST0545,2022-06-17,Bug Report,1,13
TKT01265,CUST0546,2023-08-06,Feature Request,1,11
TKT01266,CUST0547,2023-05-20,Technical,1,11
TKT01267,CUST0550,2023-06-27,Feature Request,1,8
TKT01268,CUST0552,2023-02-25,Feature Request,1,4
TKT01269,CUST0553,2023-12-26,Bug Report,1,2
TKT01270,CUST0554,2023-08-13,Feature Request,0,
TKT01271,CUST0554,2023-08-21,Billing,1,5
TKT01272,CUST0554,2023-07-30,Technical,0,
TKT01273,CUST0555,2023-03-05,Onboarding,1,10
TKT01274,CUST0556,2023-06-26,Feature Request,0,
TKT01275,CUST0556,2023-03-22,Technical,0,
TKT01276,CUST0556,2024-02-14,Billing,1,12
TKT01277,CUST0558,2023-02-26,Bug Report,1,3
TKT01278,CUST0558,2023-03-14,Bug Report,0,
TKT01279,CUST0559,2023-09-11,Billing,1,11
TKT01280,CUST0559,2022-10-20,Billing,1,4
TKT01281,CUST0559,2023-02-22,Onboarding,1,3
TKT01282,CUST0559,2023-07-13,Onboarding,1,11
TKT01283,CUST0560,2024-02-14,Onboarding,1,8
TKT01284,CUST0560,2023-12-19,Billing,1,10
TKT01285,CUST0560,2024-03-15,Bug Report,1,10
TKT01286,CUST0561,2022-10-09,Technical,1,3
TKT01287,CUST0561,2022-04-11,Onboarding,0,
TKT01288,CUST0561,2022-10-06,Onboarding,1,9
TKT01289,CUST0561,2022-09-07,Onboarding,1,12
TKT01290,CUST0561,2022-09-25,Onboarding,1,11
TKT01291,CUST0561,2022-12-07,Technical,1,3
TKT01292,CUST0562,2023-09-17,Technical,1,1
TKT01293,CUST0562,2024-02-01,Onboarding,1,10
TKT01294,CUST0562,2023-07-21,Billing,0,
TKT01295,CUST0563,2023-05-03,Feature Request,1,6
TKT01296,CUST0563,2023-12-19,Technical,1,4
TKT01297,CUST0563,2023-10-01,Bug Report,0,
TKT01298,CUST0564,2022-04-19,Feature Request,0,
TKT01299,CUST0565,2024-02-11,Feature Request,1,9
TKT01300,CUST0565,2024-02-20,Onboarding,1,4
TKT01301,CUST0565,2023-07-14,Billing,1,7
TKT01302,CUST0565,2023-12-10,Billing,0,
TKT01303,CUST0565,2023-08-01,Billing,1,12
TKT01304,CUST0565,2023-12-28,Onboarding,1,7
TKT01305,CUST0565,2023-09-19,Feature Request,1,12
TKT01306,CUST0565,2023-06-22,Bug Report,1,1
TKT01307,CUST0566,2023-04-23,Billing,0,
TKT01308,CUST0567,2024-02-13,Bug Report,0,
TKT01309,CUST0567,2024-02-16,Billing,1,9
TKT01310,CUST0567,2024-02-23,Onboarding,1,6
TKT01311,CUST0568,2022-10-29,Technical,1,2
TKT01312,CUST0568,2024-01-22,Billing,1,13
TKT01313,CUST0571,2024-01-20,Billing,0,
TKT01314,CUST0571,2024-01-14,Billing,1,5
TKT01315,CUST0572,2023-01-16,Onboarding,0,
TKT01316,CUST0572,2023-05-01,Feature Request,0,
TKT01317,CUST0572,2023-08-10,Billing,1,6
TKT01318,CUST0573,2023-11-06,Bug Report,1,9
TKT01319,CUST0573,2023-09-07,Onboarding,1,6
TKT01320,CUST0574,2022-12-26,Technical,1,8
TKT01321,CUST0574,2023-06-24,Onboarding,1,10
TKT01322,CUST0575,2023-05-05,Bug Report,1,1
TKT01323,CUST0575,2022-07-01,Onboarding,0,
TKT01324,CUST0576,2023-09-15,Technical,1,6
TKT01325,CUST0577,2022-11-04,Feature Request,1,2
TKT01326,CUST0577,2023-01-15,Technical,0,
TKT01327,CUST0577,2023-02-06,Onboarding,1,10
TKT01328,CUST0578,2022-10-10,Billing,1,5
TKT01329,CUST0579,2022-11-19,Onboarding,0,
TKT01330,CUST0579,2023-05-20,Technical,1,9
TKT01331,CUST0579,2023-02-11,Billing,1,2
TKT01332,CUST0580,2023-03-21,Billing,1,5
TKT01333,CUST0580,2023-06-25,Billing,1,1
TKT01334,CUST0581,2022-09-02,Feature Request,1,10
TKT01335,CUST0581,2022-08-04,Onboarding,0,
TKT01336,CUST0581,2022-07-08,Onboarding,1,13
TKT01337,CUST0581,2022-09-04,Bug Report,1,2
TKT01338,CUST0581,2022-09-22,Onboarding,1,10
TKT01339,CUST0581,2022-08-01,Feature Request,1,10
TKT01340,CUST0582,2023-11-20,Billing,0,
TKT01341,CUST0583,2022-04-21,Onboarding,0,
TKT01342,CUST0583,2022-08-18,Bug Report,1,5
TKT01343,CUST0583,2022-06-08,Billing,1,13
TKT01344,CUST0583,2022-08-23,Onboarding,1,6
TKT01345,CUST0583,2022-04-28,Billing,1,9
TKT01346,CUST0585,2023-02-16,Billing,1,5
TKT01347,CUST0585,2023-01-22,Bug Report,1,1
TKT01348,CUST0586,2023-01-16,Feature Request,1,8
TKT01349,CUST0586,2023-08-05,Bug Report,1,7
TKT01350,CUST0587,2024-01-31,Bug Report,1,4
TKT01351,CUST0587,2024-02-16,Onboarding,1,6
TKT01352,CUST0589,2023-02-06,Feature Request,1,2
TKT01353,CUST0590,2023-08-11,Bug Report,1,2
TKT01354,CUST0591,2024-02-20,Billing,1,8
TKT01355,CUST0591,2024-01-10,Bug Report,1,10
TKT01356,CUST0592,2023-04-03,Billing,1,8
TKT01357,CUST0592,2023-11-11,Billing,0,
TKT01358,CUST0593,2023-04-23,Bug Report,1,11
TKT01359,CUST0593,2024-03-08,Onboarding,1,8
TKT01360,CUST0593,2023-12-09,Onboarding,0,
TKT01361,CUST0594,2022-08-08,Feature Request,0,
TKT01362,CUST0594,2023-10-14,Feature Request,1,7
TKT01363,CUST0595,2024-02-03,Bug Report,1,7
TKT01364,CUST0595,2023-10-30,Technical,1,3
TKT01365,CUST0596,2023-10-02,Technical,1,10
TKT01366,CUST0596,2023-04-13,Billing,1,11
TKT01367,CUST0597,2022-10-24,Technical,1,5
TKT01368,CUST0597,2022-09-11,Bug Report,1,9
TKT01369,CUST0597,2022-09-18,Technical,1,14
TKT01370,CUST0597,2022-12-05,Billing,1,7
TKT01371,CUST0597,2022-12-03,Technical,0,
TKT01372,CUST0597,2022-09-20,Technical,1,4
TKT01373,CUST0600,2022-10-26,Billing,0,
TKT01374,CUST0600,2022-09-08,Bug Report,1,11
TKT01375,CUST0600,2023-04-03,Technical,0,
TKT01376,CUST0600,2022-12-07,Bug Report,1,11
TKT01377,CUST0600,2022-08-25,Onboarding,1,11
TKT01378,CUST0602,2023-10-26,Billing,1,9
TKT01379,CUST0602,2023-03-26,Onboarding,1,11
TKT01380,CUST0603,2023-11-07,Onboarding,1,9
TKT01381,CUST0605,2023-03-02,Technical,1,3
TKT01382,CUST0605,2024-02-03,Feature Request,1,3
TKT01383,CUST0605,2023-11-21,Onboarding,1,5
TKT01384,CUST0607,2023-01-11,Onboarding,0,
TKT01385,CUST0607,2022-11-16,Feature Request,1,13
TKT01386,CUST0608,2024-02-10,Billing,1,14
TKT01387,CUST0609,2023-11-12,Onboarding,1,3
TKT01388,CUST0609,2023-12-15,Bug Report,1,14
TKT01389,CUST0610,2023-06-10,Feature Request,0,
TKT01390,CUST0611,2022-06-11,Onboarding,1,1
TKT01391,CUST0611,2022-01-31,Technical,1,3
TKT01392,CUST0611,2022-11-14,Feature Request,0,
TKT01393,CUST0611,2022-03-26,Feature Request,0,
TKT01394,CUST0611,2022-02-17,Bug Report,1,2
TKT01395,CUST0611,2022-04-30,Onboarding,0,
TKT01396,CUST0612,2023-03-17,Feature Request,1,4
TKT01397,CUST0612,2023-08-29,Billing,1,3
TKT01398,CUST0612,2023-06-11,Feature Request,1,3
TKT01399,CUST0612,2023-03-01,Billing,0,
TKT01400,CUST0612,2023-01-11,Billing,1,1
TKT01401,CUST0613,2023-09-27,Feature Request,0,
TKT01402,CUST0613,2023-09-13,Technical,1,10
TKT01403,CUST0613,2023-07-15,Feature Request,1,10
TKT01404,CUST0614,2023-06-21,Onboarding,1,13
TKT01405,CUST0614,2023-01-12,Feature Request,0,
TKT01406,CUST0614,2023-06-20,Bug Report,0,
TKT01407,CUST0614,2023-01-27,Bug Report,1,11
TKT01408,CUST0615,2023-10-24,Technical,1,8
TKT01409,CUST0616,2023-07-07,Bug Report,1,2
TKT01410,CUST0616,2022-06-18,Onboarding,1,10
TKT01411,CUST0617,2023-06-30,Technical,1,5
TKT01412,CUST0617,2023-11-11,Billing,1,7
TKT01413,CUST0617,2023-05-15,Onboarding,0,
TKT01414,CUST0618,2022-10-31,Billing,1,13
TKT01415,CUST0618,2022-10-21,Onboarding,1,2
TKT01416,CUST0618,2022-10-19,Billing,1,4
TKT01417,CUST0618,2022-09-10,Feature Request,1,14
TKT01418,CUST0619,2022-06-24,Billing,1,3
TKT01419,CUST0619,2022-08-27,Technical,1,5
TKT01420,CUST0620,2023-02-23,Onboarding,1,9
TKT01421,CUST0620,2022-11-05,Bug Report,1,8
TKT01422,CUST0621,2024-02-09,Bug Report,1,12
TKT01423,CUST0621,2023-09-27,Billing,0,
TKT01424,CUST0621,2022-11-27,Bug Report,1,8
TKT01425,CUST0622,2022-10-21,Onboarding,1,12
TKT01426,CUST0622,2023-11-10,Bug Report,1,5
TKT01427,CUST0623,2022-09-26,Billing,1,12
TKT01428,CUST0623,2022-08-01,Onboarding,1,10
TKT01429,CUST0623,2022-07-11,Bug Report,1,2
TKT01430,CUST0623,2022-12-21,Billing,1,6
TKT01431,CUST0623,2023-01-27,Technical,1,3
TKT01432,CUST0623,2023-02-19,Onboarding,1,11
TKT01433,CUST0623,2022-11-23,Feature Request,1,11
TKT01434,CUST0623,2023-02-28,Onboarding,0,
TKT01435,CUST0624,2024-01-29,Feature Request,0,
TKT01436,CUST0624,2023-04-12,Billing,0,
TKT01437,CUST0625,2022-03-21,Feature Request,1,3
TKT01438,CUST0625,2022-03-02,Feature Request,0,
TKT01439,CUST0625,2022-03-10,Billing,0,
TKT01440,CUST0625,2022-01-31,Bug Report,1,2
TKT01441,CUST0625,2022-03-21,Billing,1,2
TKT01442,CUST0625,2022-03-27,Bug Report,1,5
TKT01443,CUST0625,2022-03-16,Onboarding,1,9
TKT01444,CUST0627,2023-05-22,Feature Request,1,14
TKT01445,CUST0627,2024-02-01,Onboarding,1,6
TKT01446,CUST0627,2023-10-22,Technical,1,7
TKT01447,CUST0629,2023-10-10,Bug Report,1,9
TKT01448,CUST0629,2024-01-07,Billing,1,13
TKT01449,CUST0631,2024-02-08,Feature Request,1,9
TKT01450,CUST0631,2023-10-30,Feature Request,1,3
TKT01451,CUST0631,2023-11-12,Feature Request,0,
TKT01452,CUST0632,2022-07-07,Technical,1,14
TKT01453,CUST0632,2022-05-23,Feature Request,1,7
TKT01454,CUST0632,2022-05-18,Bug Report,0,
TKT01455,CUST0633,2023-05-16,Technical,1,8
TKT01456,CUST0634,2022-04-10,Feature Request,1,4
TKT01457,CUST0634,2022-04-03,Feature Request,0,
TKT01458,CUST0634,2022-10-25,Onboarding,1,6
TKT01459,CUST0634,2023-03-07,Technical,1,6
TKT01460,CUST0634,2022-07-06,Bug Report,1,13
TKT01461,CUST0635,2023-06-06,Bug Report,0,
TKT01462,CUST0635,2023-06-16,Bug Report,1,9
TKT01463,CUST0635,2023-05-19,Feature Request,1,9
TKT01464,CUST0635,2023-02-28,Onboarding,1,10
TKT01465,CUST0635,2023-06-12,Bug Report,1,13
TKT01466,CUST0635,2023-04-28,Technical,0,
TKT01467,CUST0635,2023-03-12,Billing,1,11
TKT01468,CUST0636,2023-01-26,Onboarding,1,2
TKT01469,CUST0636,2023-03-13,Technical,1,11
TKT01470,CUST0636,2022-04-30,Billing,0,
TKT01471,CUST0636,2022-11-25,Feature Request,0,
TKT01472,CUST0636,2022-10-03,Billing,1,12
TKT01473,CUST0637,2023-07-06,Onboarding,1,14
TKT01474,CUST0637,2023-07-16,Bug Report,1,13
TKT01475,CUST0637,2024-01-11,Bug Report,1,1
TKT01476,CUST0637,2023-09-14,Billing,1,9
TKT01477,CUST0637,2023-12-12,Billing,1,3
TKT01478,CUST0637,2023-09-13,Bug Report,1,13
TKT01479,CUST0637,2023-06-27,Technical,1,7
TKT01480,CUST0638,2023-11-28,Onboarding,1,7
TKT01481,CUST0638,2023-04-06,Billing,1,6
TKT01482,CUST0639,2023-05-21,Onboarding,1,12
TKT01483,CUST0639,2023-07-16,Bug Report,0,
TKT01484,CUST0639,2023-06-12,Bug Report,1,1
TKT01485,CUST0642,2022-11-13,Feature Request,1,8
TKT01486,CUST0642,2022-11-15,Onboarding,1,5
TKT01487,CUST0642,2023-02-22,Feature Request,0,
TKT01488,CUST0642,2023-04-21,Bug Report,0,
TKT01489,CUST0642,2023-05-02,Billing,1,5
TKT01490,CUST0644,2023-12-13,Feature Request,0,
TKT01491,CUST0645,2024-02-22,Feature Request,0,
TKT01492,CUST0645,2023-08-02,Bug Report,1,11
TKT01493,CUST0647,2023-03-15,Technical,0,
TKT01494,CUST0647,2023-02-05,Technical,1,14
TKT01495,CUST0647,2022-10-10,Onboarding,1,8
TKT01496,CUST0648,2023-04-26,Onboarding,1,11
TKT01497,CUST0648,2023-06-09,Billing,1,11
